Description,SKSCodes_range,SKSCodes
Hovedlæsioner [DS00-DS09],DS00-DS09,"DS00, DS000, DS001, DS001A, DS001B, DS002, DS002A, DS002B, DS003, DS003A, DS004, DS005, DS005A, DS005B, DS007, DS008, DS009, DS01, DS010, DS011, DS011A, DS011B, DS011C, DS012, DS013, DS014, DS014A, DS014B, DS015, DS015A, DS015B, DS017, DS018, DS019, DS02, DS020, DS020A, DS020B, DS021, DS021A, DS021B, DS021C, DS021D, DS021E, DS021F, DS021G, DS021GA, DS021H, DS021I, DS022, DS022A, DS022B, DS023, DS024, DS024A, DS024B, DS025, DS025A, DS025B, DS025C, DS025D, DS025E, DS026, DS026A, DS026B, DS026C, DS026D, DS026E, DS027, DS027A, DS027B, DS028, DS028A, DS028B, DS028C, DS028D, DS028F, DS029, DS029A, DS03, DS030, DS031, DS032, DS033, DS034, DS034A, DS034B, DS035, DS04, DS040, DS040A, DS040B, DS040C, DS040D, DS041, DS042, DS043, DS044, DS045, DS046, DS046A, DS047, DS048, DS048A, DS048B, DS048C, DS048D, DS049, DS05, DS050, DS050A, DS050B, DS051, DS051A, DS051B, DS051C, DS051D, DS051E, DS051F, DS051G, DS051H, DS051J, DS051K, DS051L, DS051M, DS051N, DS052, DS053, DS053A, DS054, DS055, DS055A, DS056, DS056A, DS057, DS058, DS058A, DS058B, DS059, DS06, DS060, DS061, DS062, DS062A, DS062B, DS063, DS063A, DS063B, DS063C, DS064, DS064A, DS065, DS065A, DS065B, DS065C, DS066, DS067, DS068, DS068A, DS068B, DS068C, DS068D, DS068E, DS068F, DS069, DS07, DS070, DS071, DS078, DS079, DS08, DS080, DS080A, DS081, DS088, DS088A, DS089, DS09, DS090, DS091, DS091A, DS091B, DS092, DS097, DS098, DS098A, DS098B, DS099"
Halslæsioner [DS10-DS19],DS10-DS19,"DS10, DS100, DS100A, DS100B, DS100C, DS101, DS101A, DS101B, DS101C, DS101D, DS107, DS108, DS109, DS11, DS110, DS110A, DS110B, DS110C, DS111, DS112, DS112A, DS112B, DS117, DS118, DS119, DS12, DS120, DS121, DS121C, DS122, DS122A, DS122B, DS122C, DS122D, DS122E, DS127, DS128, DS128A, DS128B, DS128C, DS128D, DS129, DS13, DS130, DS131, DS131A, DS131B, DS132, DS132A, DS132B, DS133, DS134, DS134A, DS134B, DS134C, DS134D, DS134E, DS134F, DS134G, DS135, DS136, DS14, DS140, DS140A, DS140B, DS141, DS141A, DS141B, DS141C, DS141D, DS141E, DS142, DS143, DS144, DS145, DS145A, DS146, DS15, DS150, DS150A, DS150B, DS150C, DS151, DS152, DS153, DS157, DS158, DS159, DS16, DS169, DS169A, DS169B, DS17, DS170, DS170A, DS170B, DS178, DS179, DS18, DS189, DS19, DS197, DS198, DS199"
Thoraxlæsioner [DS20-DS29],DS20-DS29,"DS20, DS200, DS201, DS202, DS203, DS204, DS207, DS208, DS21, DS210, DS211, DS212, DS217, DS218, DS219, DS22, DS220, DS220A, DS220B, DS220C, DS220D, DS220E, DS220F, DS220G, DS220H, DS220I, DS220J, DS220K, DS220L, DS221, DS222, DS223, DS224, DS225, DS228, DS229, DS23, DS230, DS231, DS232, DS232A, DS233, DS233A, DS233B, DS234, DS234A, DS234B, DS235, DS235A, DS24, DS240, DS240A, DS240B, DS241, DS241A, DS241B, DS241C, DS241D, DS241E, DS241F, DS242, DS243, DS244, DS245, DS246, DS25, DS250, DS250B, DS251, DS252, DS252A, DS253, DS254, DS255, DS257, DS258, DS259, DS259A, DS26, DS260, DS268, DS268A, DS269, DS27, DS270, DS271, DS272, DS273, DS274, DS275, DS276, DS277, DS278, DS278A, DS278B, DS278C, DS278D, DS278E, DS279, DS28, DS280, DS281, DS29, DS290, DS290A, DS290B, DS297, DS298, DS299"
"Læsioner i abdomen, lænden og bækkenet [DS30-DS39]",DS30-DS39,"DS30, DS300, DS300A, DS300B, DS300C, DS301, DS302, DS302A, DS302B, DS302C, DS302D, DS302E, DS302F, DS302G, DS302P, DS307, DS308, DS309, DS31, DS310, DS310A, DS310B, DS310C, DS311, DS312, DS313, DS313A, DS313B, DS314, DS314A, DS314B, DS315, DS317, DS317A, DS317B, DS317C, DS318, DS318A, DS318B, DS318C, DS32, DS320, DS320A, DS320B, DS320C, DS320D, DS320E, DS321, DS322, DS323, DS324, DS325, DS327, DS327A, DS327B, DS328, DS328A, DS328B, DS328C, DS33, DS330, DS331, DS331A, DS332, DS332A, DS332B, DS333, DS333A, DS333B, DS334, DS335, DS335A, DS336, DS336A, DS337, DS337A, DS337B, DS34, DS340, DS340A, DS340B, DS341, DS341A, DS341B, DS341C, DS341D, DS341E, DS341F, DS342, DS342A, DS342B, DS343, DS344, DS345, DS346, DS348, DS35, DS350, DS351, DS351A, DS352, DS353, DS354, DS355, DS357, DS358, DS359, DS36, DS360, DS361, DS361A, DS361B, DS361C, DS361D, DS362, DS363, DS364, DS364A, DS365, DS365A, DS366, DS367, DS368, DS368A, DS368B, DS368C, DS368D, DS368E, DS368F, DS368G, DS368H, DS369, DS37, DS370, DS371, DS372, DS373, DS374, DS375, DS376, DS377, DS378, DS378A, DS378B, DS378C, DS378D, DS378E, DS379, DS38, DS380, DS381, DS381A, DS381B, DS381C, DS382, DS382A, DS382B, DS382C, DS382D, DS382E, DS383, DS383A, DS383B, DS383C, DS39, DS390, DS390A, DS390B, DS390C, DS390D, DS390E, DS390F, DS396, DS397, DS397A, DS397B, DS397C, DS398, DS399"
Læsioner af skulder og overarm [DS40-DS49],DS40-DS49,"DS40, DS400, DS400A, DS400B, DS407, DS407A, DS407B, DS408, DS409, DS41, DS410, DS411, DS417, DS417A, DS417B, DS418, DS42, DS420, DS420A, DS420B, DS420C, DS421, DS422, DS422A, DS422B, DS422C, DS423, DS423A, DS424, DS424A, DS424B, DS424C, DS427, DS427A, DS427B, DS427C, DS428, DS429, DS43, DS430, DS431, DS432, DS433, DS434, DS434A, DS435, DS435A, DS436, DS437, DS44, DS440, DS441, DS442, DS443, DS444, DS445, DS447, DS448, DS449, DS45, DS450, DS451, DS452, DS453, DS457, DS458, DS459, DS46, DS460, DS460A, DS460A1, DS460A2, DS460A3, DS460B, DS460B1, DS460B2, DS460B3, DS461, DS461A, DS461B, DS461C, DS461D, DS462, DS462A, DS462B, DS462C, DS463, DS463A, DS463B, DS467, DS467A, DS467B, DS467B1, DS467C, DS467D, DS467D1, DS468, DS469, DS47, DS479, DS479A, DS479B, DS48, DS480, DS481, DS489, DS49, DS497, DS498, DS499"
Læsioner af albue og underarm [DS50-DS59],DS50-DS59,"DS50, DS500, DS501, DS507, DS508, DS509, DS51, DS510, DS517, DS518, DS519, DS52, DS520, DS520A, DS520B, DS520C, DS520D, DS521, DS521A, DS521B, DS522, DS523, DS524, DS525, DS525A, DS525B, DS525C, DS526, DS527, DS528, DS528A, DS528B, DS528C, DS529, DS53, DS530, DS531, DS531A, DS532, DS533, DS534, DS54, DS540, DS540A, DS541, DS541A, DS542, DS542A, DS543, DS547, DS548, DS549, DS55, DS550, DS551, DS552, DS557, DS558, DS559, DS56, DS560, DS561, DS562, DS563, DS564, DS565, DS567, DS567A, DS567B, DS568, DS57, DS570, DS578, DS579, DS58, DS580, DS581, DS589, DS59, DS597, DS598, DS599"
Læsioner af håndled og hånd [DS60-DS69],DS60-DS69,"DS60, DS600, DS600A, DS601, DS601A, DS601B, DS602, DS602A, DS602B, DS607, DS607A, DS607B, DS608, DS609, DS61, DS610, DS610A, DS611, DS617, DS617A, DS617B, DS618, DS619, DS62, DS620, DS621, DS621A, DS621B, DS621C, DS621D, DS621E, DS622, DS622A, DS623, DS623A, DS623B, DS623C, DS623D, DS624, DS625, DS625A, DS625B, DS626, DS626D, DS626E, DS626F, DS626G, DS626H, DS626I, DS626J, DS626K, DS626L, DS626M, DS626N, DS626O, DS627, DS628, DS628A, DS628B, DS63, DS630, DS630B, DS630C, DS630D, DS630E, DS630F, DS630G, DS630H, DS630I, DS631, DS631A, DS631B, DS631C, DS631D, DS631E, DS631F, DS631G, DS631H, DS631I, DS631J, DS631K, DS631L, DS631M, DS631N, DS632, DS633, DS633A, DS633B, DS634, DS634A, DS634B, DS634C, DS634D, DS634E, DS634F, DS634G, DS634H, DS634I, DS634J, DS635, DS636, DS636A, DS636B, DS636C, DS636D, DS636E, DS636F, DS636G, DS636H, DS636I, DS636J, DS636K, DS637, DS64, DS640, DS641, DS642, DS643, DS644, DS644A, DS644B, DS644C, DS644D, DS647, DS648, DS649, DS65, DS650, DS651, DS652, DS653, DS654, DS655, DS657, DS658, DS659, DS66, DS660, DS661, DS662, DS663, DS664, DS665, DS666, DS667, DS668, DS669, DS67, DS670, DS670A, DS670B, DS670C, DS670D, DS670E, DS678, DS678A, DS678B, DS68, DS680, DS681, DS681A, DS681B, DS681C, DS681D, DS682, DS683, DS684, DS688, DS689, DS69, DS697, DS697A, DS697B, DS698, DS699"
Læsioner af hofte og lår [DS70-DS79],DS70-DS79,"DS70, DS700, DS701, DS707, DS707A, DS707B, DS708, DS709, DS71, DS710, DS711, DS717, DS717A, DS717B, DS718, DS72, DS720, DS721, DS721A, DS721B, DS722, DS723, DS724, DS724A, DS724B, DS724C, DS727, DS728, DS728A, DS729, DS73, DS730, DS731, DS74, DS740, DS741, DS742, DS747, DS748, DS749, DS75, DS750, DS751, DS752, DS757, DS758, DS759, DS76, DS760, DS760A, DS760B, DS761, DS761A, DS761B, DS762, DS762A, DS762B, DS763, DS763A, DS763B, DS764, DS767, DS77, DS770, DS771, DS772, DS78, DS780, DS781, DS789, DS79, DS797, DS797A, DS797B, DS798, DS799"
Læsioner af knæ og underben [DS80-DS89],DS80-DS89,"DS80, DS800, DS801, DS807, DS808, DS809, DS81, DS810, DS817, DS818, DS819, DS82, DS820, DS821, DS821A, DS821B, DS821C, DS821D, DS822, DS823, DS823A, DS823C, DS824, DS825, DS826, DS827, DS827A, DS827B, DS828, DS828B, DS828D, DS829, DS83, DS830, DS831, DS831A, DS832, DS832A, DS832B, DS833, DS834, DS834A, DS834B, DS834C, DS835, DS835A, DS835B, DS835C, DS835D, DS835E, DS835F, DS836, DS836A, DS836B, DS836C, DS836D, DS837, DS837B, DS837C, DS84, DS840, DS841, DS842, DS847, DS848, DS849, DS85, DS850, DS851, DS851A, DS851B, DS852, DS853, DS854, DS855, DS857, DS858, DS859, DS86, DS860, DS860A, DS861, DS861A, DS861B, DS861C, DS861D, DS862, DS862A, DS862B, DS862C, DS862D, DS862E, DS862F, DS862G, DS862H, DS863, DS863A, DS863B, DS867, DS868, DS868A, DS869, DS87, DS870, DS878, DS88, DS880, DS881, DS889, DS89, DS897, DS898, DS898A, DS899"
Læsioner af ankel og fod [DS90-DS99],DS90-DS99,"DS90, DS900, DS901, DS901A, DS902, DS902A, DS902B, DS903, DS903A, DS907, DS907A, DS907B, DS908, DS909, DS91, DS910, DS911, DS911A, DS912, DS913, DS913A, DS917, DS917A, DS917B, DS92, DS920, DS920A, DS921, DS922, DS922A, DS922B, DS922C, DS922D, DS922E, DS923, DS923A, DS923B, DS923C, DS923D, DS923E, DS924, DS925, DS925A, DS925B, DS925C, DS925D, DS926, DS926A, DS926B, DS927, DS929, DS93, DS930, DS930B, DS930C, DS931, DS931A, DS931B, DS931C, DS931D, DS931E, DS931F, DS931G, DS931H, DS931I, DS931J, DS932, DS932A, DS932B, DS932C, DS932D, DS932E, DS932F, DS933, DS933C, DS934, DS934A, DS934B, DS934C, DS934D, DS934E, DS935, DS935A, DS935B, DS935C, DS935D, DS935E, DS935F, DS935G, DS935H, DS935I, DS935J, DS936, DS936A, DS936B, DS936C, DS936D, DS94, DS940, DS941, DS942, DS943, DS947, DS948, DS949, DS95, DS950, DS951, DS952, DS957, DS958, DS959, DS96, DS960, DS960A, DS960B, DS961, DS961A, DS961B, DS962, DS967, DS968, DS969, DS97, DS970, DS971, DS978, DS978A, DS98, DS980, DS981, DS981A, DS981B, DS981C, DS981D, DS981E, DS982, DS983, DS984, DS99, DS997, DS998, DS999"
Læsioner af flere legemsregioner [DT00-DT07],DT00-DT07,"DT00, DT000, DT001, DT002, DT003, DT006, DT008, DT009, DT01, DT010, DT011, DT012, DT013, DT016, DT018, DT019, DT02, DT020, DT021, DT022, DT023, DT024, DT025, DT026, DT027, DT028, DT029, DT03, DT030, DT030A, DT030B, DT031, DT032, DT033, DT034, DT038, DT039, DT04, DT040, DT041, DT042, DT043, DT044, DT047, DT048, DT049, DT05, DT050, DT051, DT052, DT053, DT054, DT055, DT056, DT058, DT058A, DT058B, DT059, DT06, DT060, DT061, DT062, DT062A, DT063, DT064, DT065, DT068, DT07, DT079"
Læsioner uden nærmere angivelse af lokalisation på legemsregion [DT08-DT14],DT08-DT14,"DT08, DT089, DT09, DT090, DT091, DT092, DT093, DT094, DT095, DT096, DT098, DT099, DT10, DT109, DT11, DT110, DT111, DT112, DT112A, DT112B, DT113, DT114, DT115, DT115A, DT115B, DT116, DT118, DT119, DT12, DT129, DT13, DT130, DT131, DT132, DT132A, DT132B, DT133, DT134, DT135, DT135A, DT135B, DT136, DT138, DT139, DT14, DT140, DT140A, DT140B, DT140C, DT140D, DT140E, DT140F, DT140G, DT140J, DT140K, DT140L, DT140M, DT141, DT141A, DT141B, DT141C, DT142, DT143, DT143A, DT143B, DT143C, DT143D, DT143E, DT144, DT144A, DT144B, DT144C, DT144D, DT145, DT145A, DT146, DT146A, DT146B, DT146C, DT146D, DT147, DT148, DT149"
Fremmedlegemer trængt ind gennem naturlige legemsåbninger [DT15-DT19],DT15-DT19,"DT15, DT150, DT151, DT158, DT158A, DT159, DT16, DT169, DT169A, DT169B, DT169C, DT169D, DT17, DT170, DT171, DT172, DT173, DT174, DT175, DT178, DT178A, DT179, DT179A, DT18, DT180, DT181, DT182, DT182A, DT183, DT183A, DT184, DT184A, DT185, DT185A, DT185B, DT188, DT189, DT19, DT190, DT191, DT192, DT192A, DT192B, DT193, DT198, DT199"
Forbrændinger og ætsninger af huden i forskellige legemsregioner [DT20-DT25],DT20-DT25,"DT20, DT200, DT200A, DT200B, DT201, DT201A, DT201B, DT202, DT202A, DT202B, DT203, DT203A, DT203B, DT204, DT204A, DT204B, DT205, DT205A, DT205B, DT206, DT206A, DT206B, DT207, DT207A, DT207B, DT21, DT210, DT211, DT212, DT213, DT214, DT215, DT216, DT217, DT22, DT220, DT220A, DT220B, DT221, DT221A, DT221B, DT222, DT222A, DT222B, DT223, DT223A, DT223B, DT224, DT224A, DT224B, DT225, DT225A, DT225B, DT226, DT226A, DT226B, DT227, DT227A, DT227B, DT23, DT230, DT230A, DT230B, DT231, DT231A, DT231B, DT232, DT232A, DT232B, DT233, DT233A, DT233B, DT234, DT234A, DT234B, DT235, DT235A, DT235B, DT236, DT236A, DT236B, DT237, DT237A, DT237B, DT24, DT240, DT240A, DT240B, DT241, DT241A, DT241B, DT242, DT242A, DT242B, DT243, DT243A, DT243B, DT244, DT244A, DT244B, DT245, DT245A, DT245B, DT246, DT246A, DT246B, DT247, DT247A, DT247B, DT25, DT250, DT250A, DT250B, DT251, DT251A, DT251B, DT252, DT252A, DT252B, DT253, DT253A, DT253B, DT254, DT254A, DT254B, DT255, DT255A, DT255B, DT256, DT256A, DT256B, DT257, DT257A, DT257B"
Forbrændinger og ætsninger af øjne og indre organer [DT26-DT28],DT26-DT28,"DT26, DT260, DT260A, DT260B, DT261, DT261A, DT261B, DT262, DT263, DT264, DT265, DT265A, DT265B, DT266, DT266A, DT266B, DT267, DT268, DT269, DT27, DT270, DT271, DT272, DT273, DT274, DT275, DT276, DT277, DT28, DT280, DT280A, DT280B, DT281, DT282, DT283, DT284, DT284A, DT285, DT285A, DT285B, DT286, DT287, DT288, DT289"
Forbrændinger og ætsninger af flere og ikke specificerede regioner [DT29-DT32],DT29-DT32,"DT29, DT290, DT291, DT292, DT293, DT294, DT295, DT296, DT297, DT30, DT300, DT301, DT302, DT303, DT304, DT305, DT306, DT307, DT31, DT310, DT310A, DT310B, DT311, DT312, DT313, DT314, DT315, DT316, DT317, DT318, DT319, DT32, DT320, DT320A, DT320B, DT321, DT322, DT323, DT324, DT325, DT326, DT327, DT328, DT329"
Forfrysninger [DT33-DT35],DT33-DT35,"DT33, DT330, DT331, DT332, DT333, DT334, DT335, DT336, DT337, DT338, DT339, DT34, DT340, DT341, DT342, DT343, DT344, DT345, DT346, DT347, DT348, DT349, DT35, DT350, DT351, DT352, DT353, DT354, DT355, DT356, DT357"
Skadelige virkninger af lægemidler og biologiske stoffer [DT36-DT50],DT36-DT50,"DT36, DT360, DT369, DT37, DT370, DT379, DT38, DT380, DT383, DT383A, DT389, DT39, DT390, DT398, DT398A, DT399, DT40, DT400, DT401, DT402, DT402A, DT402B, DT403, DT404, DT404A, DT405, DT406, DT406W, DT407, DT408, DT409, DT409A, DT409B, DT409C, DT409D, DT409X, DT409Z, DT41, DT410, DT411, DT411A, DT412, DT413, DT414, DT415, DT415A, DT415B, DT42, DT420, DT421, DT422, DT423, DT424, DT425, DT426, DT427, DT428, DT429, DT43, DT430, DT431, DT432, DT433, DT434, DT435, DT436, DT436A, DT436B, DT436C, DT438, DT438A, DT439, DT44, DT440, DT449, DT45, DT450, DT450A, DT459, DT459A, DT46, DT460, DT469, DT47, DT470, DT479, DT48, DT480, DT489, DT49, DT490, DT499, DT50, DT500, DT500A, DT509, DT509A, DT509B"
Skadelige virkninger af ikke-medicinske substanser [DT51-DT65],DT51-DT65,"DT51, DT510, DT511, DT512, DT513, DT513A, DT513B, DT518, DT519, DT52, DT520, DT520A, DT521, DT522, DT522A, DT522B, DT523, DT523A, DT524, DT528, DT528A, DT529, DT53, DT530, DT531, DT532, DT533, DT533A, DT533B, DT534, DT534A, DT535, DT535A, DT536, DT537, DT539, DT54, DT540, DT540A, DT540B, DT541, DT542, DT542A, DT542B, DT543, DT543A, DT543B, DT549, DT55, DT559, DT559A, DT559B, DT56, DT560, DT561, DT562, DT563, DT564, DT565, DT566, DT567, DT568, DT568A, DT569, DT57, DT570, DT571, DT572, DT573, DT578, DT579, DT58, DT589, DT59, DT590, DT591, DT592, DT593, DT594, DT595, DT596, DT597, DT598, DT599, DT599B, DT60, DT600, DT601, DT602, DT602A, DT603, DT604, DT608, DT609, DT61, DT610, DT611, DT612, DT612A, DT612B, DT618, DT619, DT62, DT620, DT621, DT622, DT622A, DT628, DT629, DT63, DT630, DT631, DT632, DT633, DT634, DT634A, DT634B, DT634C, DT634E, DT634F, DT634G, DT635, DT636, DT636A, DT636B, DT636C, DT636D, DT638, DT639, DT64, DT641, DT641A, DT649, DT65, DT650, DT651, DT652, DT652A, DT653, DT653C, DT653D, DT654, DT655, DT656, DT658, DT658A, DT658C, DT659"
Andre skadelige påvirkninger [DT66-DT78],DT66-DT78,"DT66, DT669, DT669A, DT669B, DT67, DT670, DT670A, DT670B, DT671, DT672, DT673, DT674, DT675, DT676, DT677, DT678, DT679, DT68, DT689, DT69, DT690, DT691, DT698, DT699, DT70, DT700, DT7001, DT7002, DT70020, DT70021, DT70022, DT70023, DT70024, DT70025, DT7003, DT701, DT702, DT703, DT7031, DT7031A, DT7031B, DT7031C, DT7031D, DT7031E, DT7031F, DT7031G, DT7032, DT7032A, DT7032B, DT7032C, DT7032D, DT7032E, DT7032F, DT7032G, DT7032H, DT7032I, DT7033, DT7033A, DT7033B, DT7033C, DT7033D, DT7034, DT7034A, DT7034B, DT7034C, DT7035, DT7039, DT7039A, DT7039B, DT7039C, DT704, DT708, DT708A, DT709, DT71, DT719, DT719A, DT719B, DT719C, DT73, DT730, DT731, DT732, DT733, DT738, DT739, DT74, DT740, DT740A, DT741, DT741A, DT741B, DT742, DT743, DT748, DT748A, DT749, DT75, DT750, DT751, DT751A, DT752, DT752A, DT753, DT754, DT754A, DT758, DT758A, DT758B, DT759, DT78, DT780, DT780A, DT780B, DT781, DT781A, DT781B, DT781C, DT782, DT782A, DT783, DT784, DT788, DT788A, DT789"
Visse tidlige komplikationer til beskadigelse [DT79-DT79],DT79-DT79,"DT79, DT790, DT791, DT792, DT792A, DT792B, DT793, DT794, DT795, DT795B, DT796, DT796A, DT796B, DT796C, DT796D, DT796E, DT797, DT798, DT799"
Komplikationer til kirurgisk og medicinsk behandling IKA [DT80-DT89],DT80-DT89,"DT80, DT800, DT801, DT802, DT802A, DT802D, DT802D1, DT802D2, DT802G, DT803, DT804, DT805, DT806, DT808, DT808A, DT808B, DT808C, DT808E, DT809, DT81, DT810, DT810A, DT810B, DT810C, DT810E, DT810F, DT810G, DT810H, DT810I, DT810J, DT810J1, DT810K, DT811, DT811A, DT811B, DT812, DT812A, DT812B, DT812G, DT812G1, DT812H, DT812H1, DT812K, DT812N, DT812O, DT812T, DT812U, DT812UA, DT812UB, DT812UC, DT812UD, DT812UE, DT812V, DT812W, DT812X, DT813, DT813A, DT813A1, DT813A2, DT813C, DT813D, DT813G, DT813O, DT813O1, DT813O2, DT813S, DT813T, DT813U, DT814, DT814A, DT814B, DT814C, DT814D, DT814E, DT814F, DT814G, DT814H, DT814I, DT814J, DT814P, DT814P1, DT814U, DT814X, DT815, DT816, DT816A, DT817, DT817A, DT817B, DT817B1, DT817C, DT817D, DT817E, DT817E1, DT817E2, DT817E3, DT817K, DT817X, DT817Y, DT817Y1, DT817Y2, DT817Y3, DT817Y4, DT818, DT818A, DT818B, DT818C, DT818D, DT818E, DT818F, DT818G, DT818H, DT818J, DT818J1, DT819, DT82, DT820, DT820A, DT820B, DT820C, DT821, DT822, DT822A, DT823, DT823A, DT823B, DT823C, DT823D, DT823E, DT824, DT825, DT825A, DT826, DT826A, DT827, DT827A, DT827B, DT827I, DT827P, DT828, DT828A, DT828P, DT828PA, DT828PB, DT828PC, DT828PD, DT828PE, DT828PF, DT828PG, DT828PH, DT828PJ, DT828PK, DT828PL, DT828PM, DT828PN, DT829, DT83, DT830, DT831, DT832, DT833, DT833A, DT833A1, DT834, DT835, DT835A, DT835B, DT835C, DT836, DT836A, DT836B, DT836C, DT838, DT838A, DT838B, DT839, DT84, DT840, DT840A, DT840B, DT841, DT842, DT843, DT844, DT845, DT845A, DT846, DT846A, DT847, DT848, DT849, DT85, DT850, DT851, DT851A, DT852, DT852A, DT853, DT853A, DT853B, DT853C, DT854, DT855, DT855A, DT855A1, DT855B, DT855C, DT856, DT856A, DT856B, DT856C, DT856D, DT857, DT857A, DT858, DT858A, DT858B, DT859, DT86, DT860, DT860A, DT861, DT861A, DT861B, DT862, DT862A, DT862B, DT863, DT863A, DT863B, DT864, DT864A, DT864B, DT868, DT868A, DT868B, DT868C, DT868D, DT868E, DT868F, DT868G, DT868H, DT868I, DT868J, DT869, DT87, DT870, DT871, DT872, DT873, DT874, DT875, DT876, DT876A, DT876B, DT876C, DT876D, DT876E, DT876F, DT88, DT880, DT880A, DT881, DT881A, DT881B, DT881C, DT882, DT883, DT884, DT884A, DT884B, DT884C, DT885, DT885A, DT885E, DT885G, DT885S, DT886, DT887, DT887A, DT887B, DT887C, DT887D, DT888, DT888K, DT888L, DT888N, DT888P, DT888Q, DT888R, DT888S, DT888S1, DT888S2, DT888S3, DT888S4, DT888S5, DT888S6, DT888S7, DT888S8, DT888T, DT888U, DT888U1, DT888X, DT888Y, DT889, DT89, DT899"
"Følger af læsioner, forgiftning og andre ydre påvirkninger [DT90-DT98]",DT90-DT98,"DT90, DT900, DT901, DT902, DT902A, DT902B, DT903, DT904, DT904B, DT904C, DT905, DT908, DT908A, DT909, DT91, DT910, DT911, DT912, DT912A, DT912B, DT913, DT914, DT915, DT915A, DT915B, DT918, DT919, DT92, DT920, DT921, DT922, DT922A, DT922B, DT923, DT923A, DT923B, DT924, DT925, DT925A, DT925B, DT926, DT926A, DT926B, DT928, DT929, DT93, DT930, DT931, DT932, DT933, DT933A, DT933B, DT934, DT935, DT935A, DT935B, DT936, DT936A, DT936B, DT938, DT939, DT94, DT940, DT941, DT95, DT950, DT950A, DT950B, DT950C, DT950D, DT950E, DT950F, DT951, DT951A, DT951B, DT951C, DT952, DT952A, DT952B, DT952C, DT953, DT953A, DT953B, DT953C, DT954, DT954A, DT954B, DT958, DT958A, DT959, DT96, DT969, DT969A, DT969B, DT97, DT979, DT98, DT980, DT981, DT981A, DT982, DT983, DT983A, DT983B, DT983C, DT983D, DT983D1, DT983D2, DT983D3, DT983D4, DT983D5, DT983D6, DT983D7, DT983D8, DT983D9, DT983DA, DT983DB, DT983DB1, DT983DB2, DT983DB3, DT983DB4, DT983DB5, DT983DC, DT983DD, DT983DE, DT983DF, DT983DG, DT983DH, DT983DI, DT983DJ"
Tilsigtet selvbeskadigelse [DX60-DX84],DX60-DX84,"DX60, DX6001, DX6010, DX6011, DX6020, DX6021, DX61, DX6101, DX6110, DX6111, DX6120, DX6121, DX62, DX6201, DX6210, DX6211, DX6220, DX6221, DX63, DX6301, DX6310, DX6311, DX6320, DX6321, DX64, DX6401, DX6410, DX6411, DX6420, DX6421, DX65, DX6501, DX6510, DX6511, DX6520, DX6521, DX66, DX6601, DX6610, DX6611, DX6620, DX6621, DX67, DX6701, DX6710, DX6711, DX6720, DX6721, DX68, DX6801, DX6810, DX6811, DX6820, DX6821, DX69, DX6901, DX6910, DX6911, DX6920, DX6921, DX70, DX7001, DX7010, DX7011, DX7020, DX7021, DX71, DX7101, DX7110, DX7111, DX7120, DX7121, DX72, DX7201, DX7210, DX7211, DX7220, DX7221, DX73, DX7301, DX7310, DX7311, DX7320, DX7321, DX74, DX7401, DX7410, DX7411, DX7420, DX7421, DX75, DX7501, DX7510, DX7511, DX7520, DX7521, DX76, DX7601, DX7610, DX7611, DX7620, DX7621, DX77, DX7701, DX7710, DX7711, DX7720, DX7721, DX78, DX7801, DX7810, DX7811, DX7820, DX7821, DX79, DX7901, DX7910, DX7911, DX7920, DX7921, DX80, DX8001, DX8010, DX8011, DX8020, DX8021, DX81, DX8101, DX8110, DX8111, DX8120, DX8121, DX82, DX8201, DX8210, DX8211, DX8220, DX8221, DX83, DX8301, DX8310, DX8311, DX8320, DX8321, DX84, DX8401, DX8410, DX8411, DX8420, DX8421"
Overgreb fra anden person [DX85-DX99],DX85-DX99,"DX85, DX859, DX86, DX869, DX87, DX879, DX88, DX889, DX89, DX899, DX90, DX909, DX91, DX919, DX92, DX929, DX93, DX939, DX94, DX949, DX95, DX959, DX96, DX969, DX97, DX979, DX98, DX989, DX99, DX999"
Overgreb fra anden person (fortsat) [DY00-DY09],DY00-DY09,"DY00, DY009, DY01, DY019, DY02, DY029, DY03, DY039, DY04, DY049, DY05, DY059, DY06, DY060, DY061, DY062, DY068, DY069, DY07, DY070, DY071, DY072, DY073, DY078, DY079, DY08, DY089, DY09, DY099"
